/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0008_evaluate_independent.py	16958
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0027_diagnose_opportunities.py	31939
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0018_reference_kernels.py	9836
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0000_direction_common.py	2616
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0014_localization_adapter.py	3680
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0033_object_evidence_loss.py	19364
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0057_test_evaluator_profile.py	7252
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0041_test_analyze_results.py	11842
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0061_test_protocol.py	3780
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0039_shuffled_pair_data.py	11424
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0043_test_criterion_items.py	2893
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0042_test_content_controls.py	8778
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0068_mapping_trace.py	14784
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0056_test_evaluate_independent.py	11496
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0030_geometry_contract.py	7914
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0017_protocol.py	6952
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0010_evidence_bindings.py	14104
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0060_test_prepare_geometry_review.py	4827
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0046_test_shuffled_pair_data.py	12592
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0034_paired_rgbir_data.py	10325
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0005_calibrate_independent.py	11452
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0065_verify_compatibility.py	39486
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0007_coverage_probe.py	13955
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0032_evaluate_object_evidence.py	3505
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0051_verify_loader_equivalence.py	10124
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0070_run_probe.py	8771
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0028_evaluate_task_conditional.py	3909
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0040_task_criterion.py	8685
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0053_test_analyze_independent.py	18948
/mnt/dataset/yudongfang/projects/RGBT_campaign/artifacts/rgbir_selection_coverage_20260908/attempt1/probe/source_copies/0063_test_verifier_process_isolation.py	5482
